開始	かいし	Commencement, ouverture, début				
原始的	げんしてき	Primitif, originel				
始発	しはつ	Premier train				
政党	せいとう	Parti politique				
野党	やとう	Parti de l'opposition				
党員	とういん	Membre d'un parti				
党首	とうしゅ	Chef d'un parti				
徒党	ととう	Bande, faction, clique; conspiration				
社会党	しゃかいとう	Parti Socialiste				
食堂	しょくどう	Salle à manger; restaurant, cantine, cafétéria				
能楽堂	のうがくどう	Théâtre Nô (lieu)				
公会堂	こうかいどう	Salle publique/municipale				
本堂	ほんどう	Bâtiment principal d'un temple				
国会議事堂	こっかいぎじどう	Palais de la Diète/du Parlement				
常に	つねに	Tout le temps				
常夏	とこなつ	Été perpétuel				
日常生活	にちじょうせいかつ	Vie quotidienne				
正常	せいじょう	Normal				
通常	つうじょう	Ordinaire, usuel				
常務	じょうむ	Travail quotidien, affaires courantes				
常任委員	じょうにんいいん	Membre d'un comité permanent				
非常に	ひじょうに	Très				
非常口	ひじょうぐち	Sortie de secours				
非常事態	ひじょうじたい	État d'urgence				
非公開	ひこうかい	À huis clos, en privé				
非人間的	ひにんげんてき	Inhumain				
非合法	ひごうほう	Illégal, illicite				
合掌	がっしょう	Joindre les mains (pour prier)				
掌中	しょうちゅう	Dans la main; (édition) de poche				
掌中の玉	しょうちゅうのたま	La prunelle de ses yeux				
車掌	しゃしょう	Contrôleur, receveur (de train)				
文学賞	ぶんがくしょう	Prix littéraire				
ノーベル賞	ノーベルしょう	Prix Nobel				
賞品	しょうひん	Prix, récompense (objet matériel)				
賞金	しょうきん	Prix, récompense (en espèces)				
受賞者	じゅしょうしゃ	Lauréat, gagnant				
一束	ひとたば	Une liasse, une botte, une gerbe				
約束	やくそく	Promesse, rendez-vous				
結束	けっそく	Union, solidarité				
花束	はなたば	Bouquet (de fleurs)				
束ねる	たばねる	Mettre/lier/nouer ensemble; contrôler				
速い	はやい	Rapide, prompt				
速やか	すみやか	Rapide, prompt				
速める	はやめる	Accélerer				
速まる	はやまる	S'accélerer, agir précipitamment/sans réflexion				
速力	そくりょく	Vitesse, vélocité				
速度	そくど	Vitesse, vélocité				
高速道路	こうそくどうろ	Autoroute, voie express				
速達	そくたつ	Envoi / courrier en express				
速記	そっき	Sténographie				
整える	ととのえる	Mettre en ordre, préparer				
整う	ととのう	Être ordonné/préparé				
整理	せいり	Rangement, mise en ordre; réduction				
調整	ちょうせい	Réglage, ajustement				
整形外科	せいけいげか	Chirurgie esthétique				
整数	せいすう	Nombre entier				
政府	せいふ	Gouvernement				
無政府	むせいふ	Anarchie				
首府	しゅふ	La capitale				
京都府	きょうとふ	Préfecture de Kyôto				
都道府県	とどうふけん	Les préfectures japonaises				
切符	きっぷ	Billet				
切符売り場	きっぷうりば	Guichet				
音符	おんぷ	Note (musique)				
符号	きごう	Signe, marque, symbole				
符合	きごう	Coïcidence, concordance				
入場券	にゅうじょうけん	Billet d'entrée				
旅券	りょけん	Passeport				
回数券	かいすうけん	Carnet de tickets				
定期券	ていきけん	Carte d'abonnement (transports)				
(有価)証券	(ゆうか)しょうけん	Valeurs (mobilières), titres (financiers)				
巻き	まき	Rouleau, volume				
巻く	まく	Enrouler, rouler				
上/中/下巻	じょう/ちゅう/げかん	Volumes 1/2/3				
第一巻	だいいっかん	Volume 1				
絵巻(物)	えまき(もの)	Peintures en rouleau				
葉巻	はまき	Cigare				
取り巻く	とりまく	Encercler, entourer				
フランス語圏	フランスごけん	Régions francophones, francophonie				
極地圏	きょくちけん	Cercle polaire				
首都圏	しゅとけん	Région capitale, Tôkyô et sa banlieue				
北極圏	ほっきょくけん	Cercle polaire arctique				
南極圏	なんきょくけん	Cercle polaire antarctique				
圏内	けんない	Dans une zone				
圏外	けんがい	Hors d'une zone, hors réseau				
勝つ	かつ	Gagner				
勝る	まさる	Surpasser				
勝利	しょうり	Victoire				
勝者	しょうしゃ	Vainqueur				
勝利者	しょうりしゃ	Vainqueur				
決勝	けっしょう	Décision (dans une compétition); finale				
連勝	れんしょう	Victoires consécutives				
勝ち通す	かちとおす	Obtenir des victoires consécutives				
負ける	まける	Perdre; faire une réduction				
負かす	まかす	Vaincre				
負う	おう	Porter, devoir quelque chose à quelqu'un				
勝負	しょうしゃ	Victoire ou défaite; match				
自負	じしゅ	Orgueil, confiance en soi excessive				
負けん気	まけんき	(Caractère) entêté/opiniâtre/inflexible				
負け犬	まけいぬ	Perdant, loser				
敗れる	やぶれる	Perdre, être vaincu				
敗北	はいぼく	Défaite				
勝敗	しょうはい	Victoire ou défaite, issue (d'un combat)				
失敗	しっぱい	Échec, insuccès				
敗戦	はいせん	Bataille perdue, défaite				
敗者	はいしゃ	Vaincu, perdant				
放つ	はなつ	Libérer; tirer (arme à feu); émettre				
放す	はなす	Libérer, émettre				
放れる	はなれる	Se séparer				
放る	ほうる	Lancer, jeter; laisser à l'abandon, ne pas s'occuper				
解放	かいほう	Libération, émancipation, affranchissement				
放送	ほうそう	Émission (radio/TV)				
放火	ほうか	Incendie volontaire				
防ぐ	ふせぐ	Protéger, défendre, prévenir				
防止	ぼうし	Prévention				
予防	よぼう	Prévention, précaution, protection contre				
国防	こくぼう	Défense nationale				
防火	ぼうか	Protection/lutte contre les incendies				
防水	ぼうすい	Imperméable, étanche				
改める	あらためる	Modifier, renouveler				
改まる	あらたまる	Changer, être renouvelé/modifié				
改正	かいせい	Modification, révision				
改良	かいりょう	Amélioration, réforme				
改新	かいしん	Réforme, rénovation				
改名	かいめい	Changement de nom				
配る	くばる	Distribuer, livrer				
心配	しんぱい	Inquiétude, souci				
支配	しはい	Domination, administration, contrôle				
配達	はいたつ	Livraison				
配置	はいち	Disposition, arrangement				
気配	けはい	Signe, sentiment, impression				
酸い	すい	Acide, aigre				
酸味	さんみ	Acidité, aigreur				
酸性	さんせい	Acidité				
酸化	さんか	Oxydation				
酸素	さんそ	Oxygène				
酸っぱい	すっぱい	Acide, aigre				
お酒	おさけ	Saké, vin de riz; boisson alcoolisée				
日本酒	にほんしゅ	Saké, vin de riz japonais				
葡萄酒	ぶどうしゅ	Vin (raisin)				
禁酒	きんしゅ	Abstinence (d'alcool); prohibition d'alcool				
酒屋	さかや	Marchand de vins/spiritueux				
酒場	さかば	Bistrot, café, bar				
公害	こうがい	Pollution				
水害	すいがい	Inondation, dégâts des eaux				
損害	そんがい	Dommage, dégât				
利害	りがい	Avantage et désavantage, intérêt				
有害	ゆうがい	Nuisible, nocif, malsain				
割る	わる	Casser; diviser, partager				
割れる	われる	Se briser/casser, se fendre				
割	わり	Proportion, profit; 10%				
割く	さく	Déchirer; séparer				
分割	ぶんかつ	Division, partage				
割合	わりあい	Taux, proportion; pourcentage				
割引	わりびき	Rabais, réduction, escompte				
必ず	かならず	Sûrement, sans aucun doute				
必要	ひつよう	Nécessaire, indispensable				
必死	ひっし	Mort certaine; désespoir				
必読	ひつどく	Lecture indispensable				
必勝	ひっしょう	Victoire certaine				
必ずしも～ない	かならずしも～ない	Pas nécessairement				
憲法	けんぽう	Constitution				
改憲	かいけん	Révision de la constitution				
憲政	けんせい	Gouvernement constitutionnel				
立憲	りっけん	Constitutionnel				
官憲	かんけん	Les autorités; fonctionnaire				
毒	どく	Poison				
毒薬	どくやく	Poison				
有毒	ゆうどく	Vénéneux, toxique				
中毒	ちゅうどく	Intoxication, empoisonnement				
毒草	どくそう	Plante vénéneuse				
気の毒	きのどく	Pitoyable, malheureux, pauvre				
乗る	のる	Monter (en train, à cheval); être dupé/trompé				
乗せる	のせる	Faire partir; charger, embarquer; tromper, mystifier				
乗用車	じょうようしゃ	Automobile, voiture particulière				
乗車券	じょうしゃけん	Titre de transport, billet, ticket				
乗組員	のりくみいん	Équipage (bateau, avion)				
乗っ取る	のっとる	S'emparer, détourner (avion), capturer				
郵便局	ゆうびんきょく	Bureau de poste				
郵便配達(人)	ゆうびんはいたつ(にん)	Facteur				
郵便料金	ゆうびんりょうきん	Tarifs postaux, taxe postale				
郵税	ゆうぜい	Frais de port				
郵送料	ゆうそうりょう	Frais de port				
式	しき	Cérémonie, rite; style, forme, méthode; formule				
正式	せいしき	Forme imposée, officiel				
公式	こうしき	Formule (mathématiques); formel, officiel				
様式	ようしき	Style, forme				
方式	ほうしき	Formule; méthode, procédé, système				
新式	しんしき	Nouveau modèle/système				
試みる	こころみる	Essayer				
試す	ためす	Essayer				
試合	しあい	Match, rencontre sportive				
試作	しさく	Fabrication expérimentale, élevage pilote				
試食	ししょく	Déguster, goûter				
試運転	しうんてん	Essai (d'une voiture/de fonctionnement)				
試金石	しきんせき	Pierre de touche				
器	うつわ	Récipient; instrument; capacité				
楽器	がっき	Instrument de musique				
器楽	きがく	Musique instrumentale				
器具	きぐ	Ustensile, appareil, instrument				
食器	しょっき	Ustensiles de table				
器用	きよう	Habile / adroit				
不器用	ぶきよう	Malhabile, maladroit				
無器用	ぶきよう	Malhabile, maladroit				
機	はた	Métier à tisser				
機関	きかん	Moteur; machine; organisme				
制動機	せいどうき	Frein				
起重機	きじゅうき	Grue				
機能	きのう	Fonction				
機会	きかい	Occasion, opportunité				
器械	きかい	Appareil, instrument				
機械	きかい	Machine, mécanisme				
機械化	きかいか	Mécanisation				
機械文明	きかいぶんめい	Civilisation technique				
飛ぶ	とぶ	Voler, planer; sauter				
飛ばす	とばす	Faire voler; omettre				
飛行	ひこう	Vol, aviation				
飛行機	ひこうき	Avion				
飛行場	ひこうじょう	Aéroport				
飛び石	とびいし	Pierres Volantes (type d'allée de jardin japonais)				
飛び火	とびひ	Étincelle, flammèche				
検事	けんじ	Procureur				
検定	けんてい	Approbation/autorisation officielle				
検証	けんしょう	Vérification, inspection				
検死	けんし	Examen (légal) du cadavre, autopsie				
点検	てんけん	Inspection, révision				
実験	じっけん	Expérience, expérimentation				
試験	しけｎ	Examen, épreuve, concours				
入学試験	にゅうがくしけん	Examen d'entrée				
体験	たいけん	Expérience (personnelle)				
受験	じゅけん	Se présenter à un examen				
険しい	けわしい	Abrupt, raide; sévère, sombre, menaçant				
保険	ほけん	Assurance				
険悪	けんあく	Dangereux, menaçant				
険路	けんろ	Chemin abrupt, raide				
険しい道	けわしいみち	Chemin en pente				
険しい顔つき	けわしいかおつき	Mine sévère/sombre/menaçante				
危ない	あぶない	Dangereux				
危うい	あやうい	Dangereux				
危ぶむ	あやぶむ	S'inquiéter				
危険	きけん	Danger				
危険物	きけんぶつ	Objets dangereux				
危機	きき	Crise, moment critique				
危急	ききゅう	Danger imminent, crise				
危害	きがい	Blessure, mal, dommage				
探る	さぐる	Tâter, chercher				
探す	さがす	Rechercher				
探検	たんけん	Exploration, expédition				
探知	たんち	Détection, découverte				
探り出す	さぐりだす	Découvrir, dénicher				
探し回る	さがしまわる	Chercher partout				
家探し	いえさがし	Recherche de logement				
深い	ふかい	Profond				
深める	ふかめる	Approfondir, intensifier				
深まる	ふかまる	S'approfondir, s'intensifier				
深度	しんど	Profondeur				
深夜	しんや	Tard dans la nuit, minuit				
情け深い	なさけぶかい	Compatissant, charitable				
興味深い	きょうみぶかい	Très intéressant				
緑	みどり	Vert				
緑地	りょくち	Espace vert				
新緑	しんりょく	Nouvelle verdure				
葉緑素	ようりょくそ	Chlorophylle				
緑青	ろくしょう	Vert-de-gris				
緑色	みどりいろ	Vert, couleur verte				
記録	きろく	Actes, notes, annales; record				
録音	ろくおん	Enregistrement audio				
録画	ろくが	Enregistrement d'images (vidéo, DVD)				
目録	もくろく	Catalogue, inventaire, liste, répertoire				
付録	ふろく	Supplément, appendice, annexe				
与える	あたえる	Donner, décerner				
与党	よとう	Parti au pouvoir				
与野党	よやとう	Partis au pouvoir et d'opposition				
給与	きゅうよ	Salaire, honoraires, solde				
付与	ふよ	Attribuer, accorder, octroyer				
賞与	しょうよ	Gratification, prime				
写す	うつす	Recopier, copier; limiter; décrire; photographier				
写る	うつる	Être pris (photo)				
写真	しゃしん	Photographie				
映写機	えいしゃき	Projecteur				
写生	しゃせい	Esquisse; peindre/dessiner d'après nature				
写実的	しゃじつてき	Réaliste				
考える	かんがえる	Penser, considérer, réfléchir, croire				
思考	しこう	Pensée				
考案	こうあん	Plan, idée, invention				
考証	こうしょう	Recherche historique				
考古学	こうこがく	Archéologie				
考え方	かんがえがた	Façon de penser, point de vue				
親孝行	おやこうこう	Piété filiale, dévouement aux parents				
孝養	こうよう	Remplir ses devoirs filiaux				
親不孝	おやふこう	Manque de piété filiale, ingratitude				
老いる	おいる	Vieillir				
老ける	ふける	Vieillir				
老人	ろうじん	Personnage âgée				
長老	ちょうろう	Un ancien, patriarche				
老夫婦	ろうふうふ	Couple âgé				
海老	えび	Crevette, langoustine, langouste	当て字			
老子	ろうし	Lao Tseu (fondateur du Taoïsme)				
若い	わかい	Jeune				
若しくわ	もしくわ	Ou				
老若	ろうにゃく、ろうじゃく	Vieux et jeunes				
若者	わかもの	Jeune homme, la jeunesse				
若手	わかて	Jeune, jeune membre				
若人	わこうど	Jeune homme, la jeunesse				
若死に	わかじに	Mort jeune/prématurée				
苦しむ	くるしむ	Souffrir				
苦しめる	くるしめる	Tourmenter				
苦しい	くるしい	Douloureux				
苦い	にがい	Amer				
苦る	にがる	Être amer / renfrogné				
苦労	くろう	Peine, effort, souci, tracas				
苦心	くしん	Peine, effort				
病苦	びょうく	Souffrances dûes à la maladie				
重苦しい	おもくるしい	Lourd, pesant, étouffant				
輸入	ゆにゅう	Importation				
輸出	ゆしゅつ	Exportation				
輸送	ゆそう	Transport				
運輸	うんゆ	Transport				
空輸	くうゆ	Transport aérien				
軽い	かるい	Léger				
軽やか	かろやか	Léger				
軽工業	けいこうぎょう	Industrie légère				
軽食	けいしょく	Repas léger				
軽音楽	けいおんがく	Musique légère				
手軽	てがる	Commode, simple, sans façon				
気軽	きがる	Sans cérémonie, jovial				
経	きょう	Soutra				
経る	へる	Passer, s'écouler				
経験	けいけん	Expérience				
経歴	けきれき	Curruculum vitae, antécédents, carrière				
経理	けいり	Compatibilité, administration financière				
神経	しんけい	Nerf				
済む	すむ	Arriver à sa fin; être payé; suffire				
済ます	すます	Finir; payer; se débrouiller, s'en sortir				
経済	けいざい	Économie, sciences économiques				
返済	へんさい	Remboursement				
決済	けっさい	Règlement, liquidation				
使用済み	しようずみ	Usagé, hors d'usage				
薬剤	やくざい	Médicament				
薬剤師	やくざいし	Pharmacien, apothicaire				
調剤	ちょうざい	Préparation pharmaceutique				
下剤	げざい	Purgatif, laxatif				
解毒剤	げどくざい	Antidote				
天才	てんさい	Un génie/prodige				
才子	さいし	Personne talentueuse/intelligente				
才能	さいのう	Talent, habileté				
多才	たさい	De talents variés				
十八才	じゅうはっさい	(Personne de) 18 ans				
材料	ざいりょう	Matériaux, ingrédients				
取材	しゅざい	Collecter des informations / reportage				
教材	きょうざい	Matériel pédagogique / scolaire				
題材	だいざい	Matière, sujet, thème				
材木	ざいもく	Bois de construction				
財産	ざいさん	Fortune, biens matériels, richesses				
財政	ざいせい	Finances, administration financiaire				
財界	ざいかい	Monde financiers, milieux économiques				
財務省	ざいむしょう	Ministère des Finances				
文化財	ぶんかざい	Héritage / patrimoine culturel				
因る	こまる	Dépendre; se baser (sur)				
原因	げんいん	Cause				
主因	しゅいん	Cause principale				
死因	しいん	Cause de décès				
要因	よういん	Facteur primaire, raison principale				
因果	いんが	Cause et effet				
恩	おん	Gratitude				
恩給	おんきゅう	Pension				
恩賞	おんしょう	Récompense				
恩人	おんじん	Bienfaiteur, protecteur, patron				
恩返し	おんがえし	S'acquitter d'une dette de reconnaissance				
恩知らず	おんしらず	Ingratitude; personne ingrate				
漢字	かんじ	Kanji, caractère chinois				
漢文	かんぶん	Texte chinois; littérature classique chinoise				
漢時代	かんじだい	Dynastie / période des Han				
好漢	こうかん	Brave homme				
悪漢	あっかん	Scélérat, canaille				
門外漢	もんがいかん	Un profane, amateur				
難しい	むじかしい	Difficile				
難い	かたい	Difficile				
難題	なんだい	Problème / question difficile				
難病	なんびょう	Maladie incurable				
難民	なんみん	Réfugiés				
海難	かいなん	Naufrage				
避難	ひなん	Reproche, critique, blâme				
困る	こまる	Avoir des difficultés, être embêté				
困難	こんなん	Difficulté, obstacle				
困苦	こんく	Détresse, épreuves, difficultés				
困りきる	こまりきる	Être dans l'embarras, ne pas savoir quoi faire				
困り果てる	こまりはてる	Être dans un grand embarras / perplexe				
勤める	つとめる	Être employé				
勤まる	つとまる	Convenir, être capable/apte				
勤労	きんろう	Travail, labeur; travail physique				
勤務	きんむ	Service, travail				
通勤	つうきん	Aller au travail				
勤め先	つとめさき	Bureau/lieu de travail				
抵当	ていとう	Hypothèque, gage, garantie				
大抵	たいてい	Habituellement, la plupart du temps				
低い	ひくい	Bas				
低める	ひくめる	Abaisser				
低まる	ひくまる	S'abaisser				
最低	さいてい	Le plus bas, minimum				
低所得	ていしょとく	Revenus faibles				
低成長	ていせいちょう	Croissance lente				
低能	ていのう	Faiblesse d'esprit, imbécillité				
低地	ていち	Terrain bas, bas pays				
底	そこ	Fond				
根底	こんてい	Base, fondation				
海底	かいてい	Fonds marins				
河底	かてい	Lit d'une rivière				
底力	そこぢから	Talent / énergie cachée / latente				
底値	そこね	Le prix le plus bas				
公邸	こうてい	Résidence officielle				
官邸	かんてい	Résidence officielle				
私邸	してい	Résidence personnelle				
邸宅	ていたく	Résidence (de luxe), belle maison, villa				
邸内	ていない	Intérieur d'une propriété				
条約	じょうやく	Traité, pacte				
条文	じょうぶん	Texte, termes, article (d'une loi)				
第一条	だいいちじょう	Article 1 (d'un contrat/traité, d'une loi)				
条理	じょうり	Raison, logique				
信条	しんじょう	Croyance, credo, principes, (article de) foi				
契る	ちぎる	Promettre, jurer, s'engager à				
契約	けいやく	Contrat, engagement				
契機	けいき	Occasion, opportunité				
氏	し	Famille, clan; M.				
氏	うじ	Famille, clan				
氏名	しめい	Nom et prénom, nom complet				
同氏	どうし	La dite personne, celui-ci				
両氏	りょうし	Les deux (messieurs)				
氏神	うじがみ	Déité tutélaire (d'une famille, d'un clan)				
セ氏	せし	(Degré) Celsius				
結婚	けっこん	Mariage				
結婚式	けっこんしき	Cérémonie de mariage				
婚約	こんやく	Fiançailles				
未婚	みこん	Célibataire				
新婚旅行	しんこんりょこう	Voyage de noces				
進級	しんきゅう	Passer dans la classe supérieure, promotion				
高級	こうきゅう	Rang élevé; haut niveau, premier choix				
上級	じょうきゅう	Classe supérieure; supérieur (rang)				
学級	がっきゅう	Classe (école)				
同級生	どうきゅうせい	Camarade de classe, condisciple				
等しい	ひとしい	Égal				
等級	とうきゅう	Classe, grade, rang				
一等	いっとう	Première classe				
平等	びょうどう	Égalité				
同等	どうとう	Égalité, même rang				
高等学校	こうとうがっこう	Lycée				
詩	し	Poésie, poème				
詩人	しじん	Poète				
詩歌	しいか、しか	Poésie				
詩情	しじょう	Humeur/sentiment poétique				
詩集	ししゅう	Recueil de poèmes				
漢詩	かんし	Poème/poésie chinois(e)				
侍	さむらい	Samurai				
侍者	じしゃ	Serviteur, valet, suivant				
侍女	じじょ	Dame/demoiselle de compagnie				
侍医	じい	Médecin de la cour				
侍気質	さむらいかたぎ	Esprit du samurai				
七人の侍	しちにんのさむらい	Les Sept Samurai				
同士	どうし	Camarade, compagnon				
力士	りきし	Lutteur (de sumo)				
代議士	だいぎし	Parlementaire, député				
学士	がくし	Diplômé d'une université, licencié				
税理士	ぜいりし	Conseiller fiscal				
志	こころざし	Volonté, intention, but				
志す	こころざす	Avoir l'intention, envisager de, avoir pour but				
意志	いし	Volonté				
志向	いこう	Intention, dessein, visées				
同志	どうし	De même(s) esprit / intentions, camarade				
有志	ゆうし	Volontaires, personnes intéressées				
誌上	しじょう	Dans une revue				
誌面	しめん	Page d'une revue				
日誌	にっし	Journal privé				
書誌	しょし	Bibliographie				
地誌	ちし	Description géographique, topographie				
雑誌	ざっし	Revue, magazine				
雑音	ざつおん	Bruits, parasites, friture				
雑感	ざっかん	Pensées / impressions diverses				
雑草	ざっそう	Herbes folles, mauvais herbe				
雑木林	ぞうきばやし	Taillis, bois en taillis, petit bois				
殺す	ころす	Tuer, assassiner				
自殺	じさつ	Suicide				
暗殺	あんさつ	Assassinat				
毒殺	どくさつ	Meurtre par empoisonnement				
殺人	さつじん	Meurtrier				
人殺し	ひとごろし	Assassinat, meurtrier				
設ける	もうける	Créer, fonder, établir, prépaper				
設立	せつりつ	Fondation, établissement, constitution				
設定	せってい	Établissement, création				
新設	しんせつ	Création / fondation récente				
私設	しせつ	Privé				
設置	せっち	Fondation, installation, création				
命	いのち	Vie				
生命	せいめい	Vie				
生命保険	せいめいほけん	Assurance vie				
運命	うんめい	Destin				
使命	しめい	Mission, vocation, commission, course				
短命	たんめい	Vie courte				
任命	にんめい	Nomination, désignation				
記念日	きねんび	Jour anniversaire				
記念切手	きねんきって	Timbre commémoratif				
理念	りねん	Idée, doctrine, idéologie				
信念	しんねん	Croyance, conviction				
念入り	ねんいり	Soigné, scrupuleux, consciencieux				
源	みなもと	Source, origine				
起源	きげん	Origine, commencement, début				
根源	こんげん	Racine, origine				
財源	ざいげん	Source de revenus				
源氏物語	げんじものがたり	Le Dit du Genji (roman , début du XIè siècle)				
源平	げんぺい	Les Clans Genji et Heike/Minamoto et Taira				
願う	ねがう	Demander, souhaiter, espérer, désirer				
大願	たいがん	Grand voeu, grand désir				
念願	ねんがん	Désir profond				
出願	しゅつがん	(Faire une) demande				
願書	がんしょ	Demande / sollicitation écrite				
志願	しがん	Candidature; engagement (volontaire)				
払う	はらう	Payer; balayer				
払底	ふってい	Manque, pénurie				
支払い	しはらい	Paiement				
前払い	まえばらい	(Paiement d')avance, acompte				
現金払い	げんきんばらい	Paiement en espèces / comptant				
分割払い	ぶんかつばらい	Paiement échelonné				
仏	ほとけ	Bouddha				
仏	ふつ	(Abréviation pour) France				
仏教	ぶっきょう	Bouddhisme				
大仏	だいぶつ	Grande statue du Bouddha				
石仏	せきぶつ、いしぼとけ	Statue en pierre du Bouddha				
念仏	ねんぶつ	Prière à Bouddha				
日仏	にちふつ	Japonais-français				
干る	ひる	Sécher, devenir sec				
干す	ほす	Sécher; vider (un verre)				
(潮の)干満	(しお)かんまん	Marée base et marée haute, marées				
干潮	かんちょう	Marée basse				
干渉	かんしょう	Intervention, ingérence, interférence				
若干	じゃっかん	Un peu, quelque peu, quelques				
物干し	ものほし	Séchoir à linge				
週刊(誌)	しゅうかん(し)	Hebdomadaire				
日刊(紙)	にっかん(し)	Journal quotidien				
夕刊	ゆうかん	Journal / édition du soir				
新刊	しんかん	Nouvelle publication				
未刊行	みかんこう	Non publié				
岸	きし	Rive, côte				
西岸	せいがん	Côte ouest				
対岸	たいがん	Rive opposée				
海岸	かいがん	Bord de la mer, rivage				
河岸	かわぎし、かがん	Rive / berge d'une rivière				
川岸	かわぎし	Rive / berge d'une rivière				
皆済	かいさい	Paiement intégral				
皆勤	かいきん	Présence assidue (travail, école)				
皆無	かいむ	Rien, rien du tout				
皆目	かいもく	Entièrement; pas du tout				
皆さん	みなさん	Tous; Mesdames et Messieurs !				
三階	さんがい、さんかい	2ème étage				
階段	かいだん	Escalier, gradin, échelle				
段階	だんかい	Étape, degré, phase				
階級	かいきゅう	Classe sociale				
音階	おんかい	Gamme, échelle musicale				
楷書	かいしょ	Écriture d'imprimerie (kanji)				
天皇陛下	てんのうへいか	Sa majesté l'Empereur (du Japon)				
国王陛下	こくおうへいか	Sa majesté le Roi				
女王陛下	じょおうへいか	Sa majesté le Reine				
両陛下	りょうへいか	Les majestés l'Empereur et l'Impératrice				
羽	わ	Compteur pour oiseau/lapin				
羽	はね	Plume				
羽毛	うもう	Plume, plumage				
白羽	しらは	Plumage blanc / plume blanche				
羽音	はおと	Bruit/battement d'ailes				
一羽	いちわ	1 oiseau/lapin				
羽田	はねだ	L'aéroport Haneda de Tôkyô				
習う	ならう	Apprendre				
学習	がくしゅう	Étude, études				
独習	どくしゅう	Autodidactisme				
予習	よしゅう	Préparation pour un cours				
常習	じょうしゅう	Coutume, habitude				
習字	しゅうじ	Calligraphie				
翌朝	よくあさ、よくちょう	La matin suivant				
翌日	よくじつ	Le jour suivant				
翌々日	よくよくじつ	Surlendemain; 2 jours après				
翌年	よくねん	L'année suivante				
翌週	よくしゅう	La semaine suivante				
会談	かいだん	Conversation, conférence				
対談	たいだん	Entretien, tête-à-tête, face-à-face				
談話	だんわ	Conversation, discussion				
相談	そうだん	Consultation, discussion, conseil				
下相談	したそうだん	Négociation/entretien préliminaire				
訳	わけ	Raison; sens; circonstances				
通訳	つうやく	Interpréter; interprète				
英訳	えいやく	Traduction en anglais				
全訳	ぜんやく	Traduction intégrale				
訳者	やくしゃ	Traducteur				
言い訳	いいわけ	Excuse, justification				
解釈	かいしゃく	Interprétation, exégèse				
注釈	ちゅうしゃく	Note, remarque, commentaire				
釈明	しゃくめい	Justification, explication				
釈放	しゃくほう	Acquittement, libération				
保釈	ほしゃく	Liberté sous caution				
翻す	ひるがえす	Changer (d'avis; faire flotter (drapeau); changer				
翻る	ひるがえる	Se retourner; flotter, voltiger				
翻訳	ほんやく	Traduire, traduction				
翻案	ほんあん	Adaptation				
翻意	ほんい	Changement d'opinion				
橋	はし	Pont				
歩道橋	ほどうきょう	Passerelle				
鉄橋	てっきょう	Pont de fer; pont de voie ferrée				
石橋	いしばし	Pont de pierre				
吊り橋	つりばし	Pont suspendu				
日本橋	にほんばし	Nihonbashi (quartier de Tôkyô)				
柱	はしら	Pilier, colonne, poteau; soutien				
支柱	しちゅう	Support, étai, pilier				
電柱	でんちゅう	Poteau électrique/télégraphique/de téléphone				
水銀柱	すいぎんちゅう	Colonne de mercure				
円柱	えんちゅう	Colonne, cylindre				
大黒柱	だいこくばしら	Pilier central/principal; soutien, pilier				
駐車場	ちゅうしゃじょう	Parking				
駐在	ちゅうざい	Séjour, résidence				
駐日	ちゅうにち	Résidant/en poste au Japon				
進駐	しんちゅう	Invasion et occupation (militaire)				
専ら	もっぱら	Entièrement, exclusivement				
専門家	せんもんか	Spécialiste, expert				
専任	せんにん	Chargé d'un poste à plein temps, titulaire				
専制	せんせい	Absolutisme, despotisme				
専売	せんばい	Monopole				
専用	せんよう	Réservé				
専用駐車場	せんようちゅうしゃじょう	Parking privé/réservé				
博物館	はくぶつかん	Musée				
博学	はくがく	Érudition, grand savoir				
博士	はかせ、はくし	Docteur (titre)				
博愛	はくあい	Philanthropie				
万博	ばんぱく	Exposition universelle				
授業	じゅぎょう	Enseignement, cours				
教授	きょうじゅ	Instruction; professeur				
授受	じゅじゅ	Donner et recevoir; échange				
授与	じゅよ	Remise, attribution				
授賞	じゅしょう	Remise d'un prix				
確か	たしか	Sûr				
確かめる	たしかめる	S'assurer de, vérifier				
確立	かくりつ	Établissement, consolidation				
確定	かくてい	Détermination, fixation, décision				
確実	かくじつ	Certain, sûr				
確信	かくしん	Conviction, certitude				
正確	せいかく	Juste, précis, correct				
観光	かんこう	Tourisme				
外観	がいかん	Apparence, aspect				
主観的	しゅかんてき	Subjectif				
楽観的	らっかんてき	Optimiste				
観念	かんねん	Notion, idée, concept; résignation				
覚える	おぼえる	Se souvenir, retenir; apprendre; sentir				
覚める	さめる	S'éveiller				
覚ます	さます	Réveiller				
感覚	かんかく	Sens, sensation				
直覚	ちょっかく	Intuition				
見覚え	みおぼえ	Reconnaître, se souvenir				
目覚まし(時計)	めざまし(どけい)	Réveil-matin				
視力	しりょく	Acuité visuelle				
近視	きんし	Myopie				
重視	じゅうし	Attacher de l'importance, prendre au sérieux				
無視	むし	Ignorer, ne pas tenir compte				
視界	しかい	Champ visuel				
規定	きてい	Règle, règlement, prescription				
定規	じょうぎ	Règle, équerre; norme				
正規	せいき	Régulier, réglementaire				
新規	しんき	Nouveau, à nouveau				
法規	ほうき	Loi et réglements, norme légale				
規則	きそく	Règle, règlement				
